"peatland","date","wte","flag","year"
"BOGLK",2017-01-02,415.95,"M",2017
"BOGLK",2017-01-03,415.96,"M",2017
"BOGLK",2017-01-04,415.96,"M",2017
"BOGLK",2017-01-05,415.95,"M",2017
"BOGLK",2017-01-06,415.95,"M",2017
"BOGLK",2017-01-07,415.95,"M",2017
"BOGLK",2017-01-08,415.95,"M",2017
"BOGLK",2017-01-09,415.95,"M",2017
"BOGLK",2017-01-10,415.95,"M",2017
"BOGLK",2017-01-11,415.95,"M",2017
"BOGLK",2017-01-12,415.95,"M",2017
"BOGLK",2017-01-13,415.95,"M",2017
"BOGLK",2017-01-14,415.95,"M",2017
"BOGLK",2017-01-15,415.94,"M",2017
"BOGLK",2017-01-16,415.94,"M",2017
"BOGLK",2017-01-17,415.94,"M",2017
"BOGLK",2017-01-18,415.94,"M",2017
"BOGLK",2017-01-19,415.94,"M",2017
"BOGLK",2017-01-20,415.95,"M",2017
"BOGLK",2017-01-21,415.95,"M",2017
"BOGLK",2017-01-22,415.95,"M",2017
"BOGLK",2017-01-23,415.95,"M",2017
"BOGLK",2017-01-24,415.95,"M",2017
"BOGLK",2017-01-25,415.95,"M",2017
"BOGLK",2017-01-26,415.95,"M",2017
"BOGLK",2017-01-27,415.95,"M",2017
"BOGLK",2017-01-28,415.95,"M",2017
"BOGLK",2017-01-29,415.94,"M",2017
"BOGLK",2017-01-30,415.95,"M",2017
"BOGLK",2017-01-31,415.95,"M",2017
"BOGLK",2017-02-01,415.95,"M",2017
"BOGLK",2017-02-02,415.94,"M",2017
"BOGLK",2017-02-03,415.94,"M",2017
"BOGLK",2017-02-04,415.94,"M",2017
"BOGLK",2017-02-05,415.94,"M",2017
"BOGLK",2017-02-06,415.94,"M",2017
"BOGLK",2017-02-07,415.94,"M",2017
"BOGLK",2017-02-08,415.94,"M",2017
"BOGLK",2017-02-09,415.94,"M",2017
"BOGLK",2017-02-10,415.94,"M",2017
"BOGLK",2017-02-11,415.94,"M",2017
"BOGLK",2017-02-12,415.94,"M",2017
"BOGLK",2017-02-13,415.94,"M",2017
"BOGLK",2017-02-14,415.94,"M",2017
"BOGLK",2017-02-15,415.94,"M",2017
"BOGLK",2017-02-16,415.94,"M",2017
"BOGLK",2017-02-17,415.94,"M",2017
"BOGLK",2017-02-18,415.94,"M",2017
"BOGLK",2017-02-19,415.94,"M",2017
"BOGLK",2017-02-20,415.95,"M",2017
"BOGLK",2017-02-21,416.01,"M",2017
"BOGLK",2017-02-22,416.01,"M",2017
"BOGLK",2017-02-23,416.01,"M",2017
"BOGLK",2017-02-24,416.01,"M",2017
"BOGLK",2017-02-25,416.01,"M",2017
"BOGLK",2017-02-26,416.01,"M",2017
"BOGLK",2017-02-27,416.01,"M",2017
"BOGLK",2017-02-28,416.01,"M",2017
"BOGLK",2017-03-01,416,"M",2017
"BOGLK",2017-03-02,416,"M",2017
"BOGLK",2017-03-03,415.99,"M",2017
"BOGLK",2017-03-04,415.99,"M",2017
"BOGLK",2017-03-05,415.99,"M",2017
"BOGLK",2017-03-06,416.03,"M",2017
"BOGLK",2017-03-07,416.03,"M",2017
"BOGLK",2017-03-08,416.03,"M",2017
"BOGLK",2017-03-09,416.02,"M",2017
"BOGLK",2017-03-10,416.02,"M",2017
"BOGLK",2017-03-11,416.02,"M",2017
"BOGLK",2017-03-12,416.01,"M",2017
"BOGLK",2017-03-13,416.01,"M",2017
"BOGLK",2017-03-14,416,"M",2017
"BOGLK",2017-03-15,416,"M",2017
"BOGLK",2017-03-16,416,"M",2017
"BOGLK",2017-03-17,416,"M",2017
"BOGLK",2017-03-18,416,"M",2017
"BOGLK",2017-03-19,416.02,"M",2017
"BOGLK",2017-03-20,416.04,"M",2017
"BOGLK",2017-03-21,416.04,"M",2017
"BOGLK",2017-03-22,416.03,"M",2017
"BOGLK",2017-03-23,416.05,"M",2017
"BOGLK",2017-03-24,416.06,"M",2017
"BOGLK",2017-03-25,416.07,"M",2017
"BOGLK",2017-03-26,416.08,"M",2017
"BOGLK",2017-03-27,416.08,"M",2017
"BOGLK",2017-03-28,416.07,"M",2017
"BOGLK",2017-03-29,416.07,"M",2017
"BOGLK",2017-03-30,416.06,"M",2017
"BOGLK",2017-03-31,416.06,"M",2017
"BOGLK",2017-04-01,416.06,"M",2017
"BOGLK",2017-04-02,416.06,"M",2017
"BOGLK",2017-04-03,416.05,"M",2017
"BOGLK",2017-04-04,416.05,"M",2017
"BOGLK",2017-04-05,416.04,"M",2017
"BOGLK",2017-04-06,416.04,"M",2017
"BOGLK",2017-04-07,416.03,"M",2017
"BOGLK",2017-04-08,416.03,"M",2017
"BOGLK",2017-04-09,416.02,"M",2017
"BOGLK",2017-04-10,416.02,"M",2017
"BOGLK",2017-04-11,416.02,"M",2017
"BOGLK",2017-04-12,416.01,"M",2017
"BOGLK",2017-04-13,416.01,"M",2017
"BOGLK",2017-04-14,416.01,"M",2017
"BOGLK",2017-04-15,416,"M",2017
"BOGLK",2017-04-16,416,"M",2017
"BOGLK",2017-04-17,416,"M",2017
"BOGLK",2017-04-18,416.04,"M",2017
"BOGLK",2017-04-19,416.04,"M",2017
"BOGLK",2017-04-20,416.05,"M",2017
"BOGLK",2017-04-21,416.05,"M",2017
"BOGLK",2017-04-22,416.05,"M",2017
"BOGLK",2017-04-23,416.05,"M",2017
"BOGLK",2017-04-24,416.05,"M",2017
"BOGLK",2017-04-25,416.05,"M",2017
"BOGLK",2017-04-26,416.05,"M",2017
"BOGLK",2017-04-27,416.05,"M",2017
"BOGLK",2017-04-28,416.05,"M",2017
"BOGLK",2017-04-29,416.05,"M",2017
"BOGLK",2017-04-30,416.05,"M",2017
"BOGLK",2017-05-01,416.05,"M",2017
"BOGLK",2017-05-02,416.06,"M",2017
"BOGLK",2017-05-03,416.05,"M",2017
"BOGLK",2017-05-04,416.05,"M",2017
"BOGLK",2017-05-05,416.04,"M",2017
"BOGLK",2017-05-06,416.04,"M",2017
"BOGLK",2017-05-07,416.03,"M",2017
"BOGLK",2017-05-08,416.02,"M",2017
"BOGLK",2017-05-09,416.02,"M",2017
"BOGLK",2017-05-10,416.01,"M",2017
"BOGLK",2017-05-11,416,"M",2017
"BOGLK",2017-05-12,416,"M",2017
"BOGLK",2017-05-13,415.99,"M",2017
"BOGLK",2017-05-14,415.98,"M",2017
"BOGLK",2017-05-15,415.98,"M",2017
"BOGLK",2017-05-16,415.99,"M",2017
"BOGLK",2017-05-17,415.99,"M",2017
"BOGLK",2017-05-18,415.99,"M",2017
"BOGLK",2017-05-19,415.98,"M",2017
"BOGLK",2017-05-20,415.99,"M",2017
"BOGLK",2017-05-21,415.99,"M",2017
"BOGLK",2017-05-22,415.99,"M",2017
"BOGLK",2017-05-23,415.99,"M",2017
"BOGLK",2017-05-24,415.99,"M",2017
"BOGLK",2017-05-25,415.98,"M",2017
"BOGLK",2017-05-26,415.98,"M",2017
"BOGLK",2017-05-27,415.97,"M",2017
"BOGLK",2017-05-28,415.98,"M",2017
"BOGLK",2017-05-29,415.98,"M",2017
"BOGLK",2017-05-30,415.98,"M",2017
"BOGLK",2017-05-31,415.98,"M",2017
"BOGLK",2017-06-01,415.96,"M",2017
"BOGLK",2017-06-02,415.95,"M",2017
"BOGLK",2017-06-03,415.95,"M",2017
"BOGLK",2017-06-04,415.94,"M",2017
"BOGLK",2017-06-05,415.94,"M",2017
"BOGLK",2017-06-06,415.93,"M",2017
"BOGLK",2017-06-07,415.93,"M",2017
"BOGLK",2017-06-08,415.93,"M",2017
"BOGLK",2017-06-09,415.92,"M",2017
"BOGLK",2017-06-10,415.92,"M",2017
"BOGLK",2017-06-11,415.92,"M",2017
"BOGLK",2017-06-12,415.91,"M",2017
"BOGLK",2017-06-13,415.88,"M",2017
"BOGLK",2017-06-14,415.96,"M",2017
"BOGLK",2017-06-15,415.95,"M",2017
"BOGLK",2017-06-16,415.95,"M",2017
"BOGLK",2017-06-17,415.94,"M",2017
"BOGLK",2017-06-18,415.94,"M",2017
"BOGLK",2017-06-19,415.94,"M",2017
"BOGLK",2017-06-20,415.94,"M",2017
"BOGLK",2017-06-21,415.95,"M",2017
"BOGLK",2017-06-22,415.95,"M",2017
"BOGLK",2017-06-23,415.94,"M",2017
"BOGLK",2017-06-24,415.93,"M",2017
"BOGLK",2017-06-25,415.95,"M",2017
"BOGLK",2017-06-26,415.95,"M",2017
"BOGLK",2017-06-27,415.95,"M",2017
"BOGLK",2017-06-28,415.94,"M",2017
"BOGLK",2017-06-29,415.95,"M",2017
"BOGLK",2017-06-30,415.94,"M",2017
"BOGLK",2017-07-01,415.93,"M",2017
"BOGLK",2017-07-02,415.93,"M",2017
"BOGLK",2017-07-03,415.93,"M",2017
"BOGLK",2017-07-04,415.92,"M",2017
"BOGLK",2017-07-05,415.91,"M",2017
"BOGLK",2017-07-06,415.92,"M",2017
"BOGLK",2017-07-07,415.91,"M",2017
"BOGLK",2017-07-08,415.9,"M",2017
"BOGLK",2017-07-09,415.89,"M",2017
"BOGLK",2017-07-10,415.88,"M",2017
"BOGLK",2017-07-11,415.88,"M",2017
"BOGLK",2017-07-12,415.88,"M",2017
"BOGLK",2017-07-13,415.88,"M",2017
"BOGLK",2017-07-14,415.88,"M",2017
"BOGLK",2017-07-15,415.87,"M",2017
"BOGLK",2017-07-16,415.86,"M",2017
"BOGLK",2017-07-17,415.87,"M",2017
"BOGLK",2017-07-18,415.88,"M",2017
"BOGLK",2017-07-19,415.86,"M",2017
"BOGLK",2017-07-20,415.86,"M",2017
"BOGLK",2017-07-21,415.89,"M",2017
"BOGLK",2017-07-22,415.89,"M",2017
"BOGLK",2017-07-23,415.88,"M",2017
"BOGLK",2017-07-24,415.87,"M",2017
"BOGLK",2017-07-25,415.86,"M",2017
"BOGLK",2017-07-26,415.85,"M",2017
"BOGLK",2017-07-27,415.84,"M",2017
"BOGLK",2017-07-28,415.84,"M",2017
"BOGLK",2017-07-29,415.83,"M",2017
"BOGLK",2017-07-30,415.82,"M",2017
"BOGLK",2017-07-31,415.81,"M",2017
"BOGLK",2017-08-01,415.81,"M",2017
"BOGLK",2017-08-02,415.8,"M",2017
"BOGLK",2017-08-03,415.81,"M",2017
"BOGLK",2017-08-04,415.81,"M",2017
"BOGLK",2017-08-05,415.81,"M",2017
"BOGLK",2017-08-06,415.81,"M",2017
"BOGLK",2017-08-07,415.79,"M",2017
"BOGLK",2017-08-08,415.79,"M",2017
"BOGLK",2017-08-09,415.79,"M",2017
"BOGLK",2017-08-10,415.79,"M",2017
"BOGLK",2017-08-11,415.78,"M",2017
"BOGLK",2017-08-12,415.77,"M",2017
"BOGLK",2017-08-13,415.76,"M",2017
"BOGLK",2017-08-14,415.76,"M",2017
"BOGLK",2017-08-15,415.76,"M",2017
"BOGLK",2017-08-16,415.8,"M",2017
"BOGLK",2017-08-17,415.82,"M",2017
"BOGLK",2017-08-18,415.82,"M",2017
"BOGLK",2017-08-19,415.81,"M",2017
"BOGLK",2017-08-20,415.81,"M",2017
"BOGLK",2017-08-21,415.8,"M",2017
"BOGLK",2017-08-22,415.8,"M",2017
"BOGLK",2017-08-23,415.8,"M",2017
"BOGLK",2017-08-24,415.8,"M",2017
"BOGLK",2017-08-25,415.79,"M",2017
"BOGLK",2017-08-26,415.82,"M",2017
"BOGLK",2017-08-27,415.82,"M",2017
"BOGLK",2017-08-28,415.81,"M",2017
"BOGLK",2017-08-29,415.81,"M",2017
"BOGLK",2017-08-30,415.8,"M",2017
"BOGLK",2017-08-31,415.79,"M",2017
"BOGLK",2017-09-01,415.8,"M",2017
"BOGLK",2017-09-02,415.81,"M",2017
"BOGLK",2017-09-03,415.8,"M",2017
"BOGLK",2017-09-04,415.8,"M",2017
"BOGLK",2017-09-05,415.79,"M",2017
"BOGLK",2017-09-06,415.79,"M",2017
"BOGLK",2017-09-07,415.78,"M",2017
"BOGLK",2017-09-08,415.77,"M",2017
"BOGLK",2017-09-09,415.77,"M",2017
"BOGLK",2017-09-10,415.76,"M",2017
"BOGLK",2017-09-11,415.76,"M",2017
"BOGLK",2017-09-12,415.75,"M",2017
"BOGLK",2017-09-13,415.74,"M",2017
"BOGLK",2017-09-14,415.81,"M",2017
"BOGLK",2017-09-15,415.82,"M",2017
"BOGLK",2017-09-16,415.82,"M",2017
"BOGLK",2017-09-17,415.82,"M",2017
"BOGLK",2017-09-18,415.81,"M",2017
"BOGLK",2017-09-19,415.81,"M",2017
"BOGLK",2017-09-20,415.83,"M",2017
"BOGLK",2017-09-21,415.83,"M",2017
"BOGLK",2017-09-22,415.82,"M",2017
"BOGLK",2017-09-23,415.82,"M",2017
"BOGLK",2017-09-24,415.86,"M",2017
"BOGLK",2017-09-25,415.86,"M",2017
"BOGLK",2017-09-26,415.88,"M",2017
"BOGLK",2017-09-27,415.88,"M",2017
"BOGLK",2017-09-28,415.88,"M",2017
"BOGLK",2017-09-29,415.88,"M",2017
"BOGLK",2017-09-30,415.87,"M",2017
"BOGLK",2017-10-01,415.88,"M",2017
"BOGLK",2017-10-02,415.89,"M",2017
"BOGLK",2017-10-03,415.91,"M",2017
"BOGLK",2017-10-04,415.91,"M",2017
"BOGLK",2017-10-05,415.9,"M",2017
"BOGLK",2017-10-06,415.89,"M",2017
"BOGLK",2017-10-07,415.89,"M",2017
"BOGLK",2017-10-08,415.89,"M",2017
"BOGLK",2017-10-09,415.89,"M",2017
"BOGLK",2017-10-10,415.88,"M",2017
"BOGLK",2017-10-11,415.88,"M",2017
"BOGLK",2017-10-12,415.87,"M",2017
"BOGLK",2017-10-13,415.87,"M",2017
"BOGLK",2017-10-14,415.87,"M",2017
"BOGLK",2017-10-15,415.87,"M",2017
"BOGLK",2017-10-16,415.87,"M",2017
"BOGLK",2017-10-17,415.86,"M",2017
"BOGLK",2017-10-18,415.86,"M",2017
"BOGLK",2017-10-19,415.85,"M",2017
"BOGLK",2017-10-20,415.85,"M",2017
"BOGLK",2017-10-21,415.87,"M",2017
"BOGLK",2017-10-22,415.87,"M",2017
"BOGLK",2017-10-23,415.87,"M",2017
"BOGLK",2017-10-24,415.86,"M",2017
"BOGLK",2017-10-25,415.85,"M",2017
"BOGLK",2017-10-26,415.87,"M",2017
"BOGLK",2017-10-27,415.87,"M",2017
"BOGLK",2017-10-28,415.87,"M",2017
"BOGLK",2017-10-29,415.87,"M",2017
"BOGLK",2017-10-30,415.88,"M",2017
"BOGLK",2017-10-31,415.87,"M",2017
"BOGLK",2017-11-01,415.87,"M",2017
"BOGLK",2017-11-02,415.87,"M",2017
"BOGLK",2017-11-03,415.87,"M",2017
"BOGLK",2017-11-04,415.88,"M",2017
"BOGLK",2017-11-05,415.88,"M",2017
"BOGLK",2017-11-06,415.88,"M",2017
"BOGLK",2017-11-07,415.88,"M",2017
"BOGLK",2017-11-08,415.87,"M",2017
"BOGLK",2017-11-09,415.87,"M",2017
"BOGLK",2017-11-10,415.87,"M",2017
"BOGLK",2017-11-11,415.87,"M",2017
"BOGLK",2017-11-12,415.87,"M",2017
"BOGLK",2017-11-13,415.86,"M",2017
"BOGLK",2017-11-14,415.88,"M",2017
"BOGLK",2017-11-15,415.88,"M",2017
"BOGLK",2017-11-16,415.88,"M",2017
"BOGLK",2017-11-17,415.88,"M",2017
"BOGLK",2017-11-18,415.88,"M",2017
"BOGLK",2017-11-19,415.87,"M",2017
"BOGLK",2017-11-20,415.87,"M",2017
"BOGLK",2017-11-21,415.87,"M",2017
"BOGLK",2017-11-22,415.86,"M",2017
"BOGLK",2017-11-23,415.86,"M",2017
"BOGLK",2017-11-24,415.86,"M",2017
"BOGLK",2017-11-25,415.86,"M",2017
"BOGLK",2017-11-26,415.86,"M",2017
"BOGLK",2017-11-27,415.86,"M",2017
"BOGLK",2017-11-28,415.86,"M",2017
"BOGLK",2017-11-29,415.86,"M",2017
"BOGLK",2017-11-30,415.86,"M",2017
"BOGLK",2017-12-01,415.85,"M",2017
"BOGLK",2017-12-02,415.85,"M",2017
"BOGLK",2017-12-03,415.85,"M",2017
"BOGLK",2017-12-04,415.88,"M",2017
"BOGLK",2017-12-05,415.87,"M",2017
"BOGLK",2017-12-06,415.87,"M",2017
"BOGLK",2017-12-07,415.86,"M",2017
"BOGLK",2017-12-08,415.86,"M",2017
"BOGLK",2017-12-09,415.86,"M",2017
"BOGLK",2017-12-10,415.86,"M",2017
"BOGLK",2017-12-11,415.86,"M",2017
"BOGLK",2017-12-12,415.85,"M",2017
"BOGLK",2017-12-13,415.85,"M",2017
"BOGLK",2017-12-14,415.85,"M",2017
"BOGLK",2017-12-15,415.85,"M",2017
"BOGLK",2017-12-16,415.85,"M",2017
"BOGLK",2017-12-17,415.85,"M",2017
"BOGLK",2017-12-18,415.85,"M",2017
"BOGLK",2017-12-19,415.85,"M",2017
"BOGLK",2017-12-20,415.84,"M",2017
"BOGLK",2017-12-21,415.84,"M",2017
"BOGLK",2017-12-22,415.84,"M",2017
"BOGLK",2017-12-23,415.84,"M",2017
"BOGLK",2017-12-24,415.84,"M",2017
"BOGLK",2017-12-25,415.83,"M",2017
"BOGLK",2017-12-26,415.83,"M",2017
"BOGLK",2017-12-27,415.82,"M",2017
"BOGLK",2017-12-28,415.83,"M",2017
"BOGLK",2017-12-29,415.83,"M",2017
"BOGLK",2017-12-30,415.83,"M",2017
"BOGLK",2017-12-31,415.83,"M",2017
"BOGLK",2018-01-01,415.82,"M",2017
"BOGLK",2018-01-02,415.82,"M",2018
"BOGLK",2018-01-03,415.82,"M",2018
"BOGLK",2018-01-04,415.82,"M",2018
"BOGLK",2018-01-05,415.82,"M",2018
"BOGLK",2018-01-06,415.82,"M",2018
"BOGLK",2018-01-07,415.82,"M",2018
"BOGLK",2018-01-08,415.81,"M",2018
"BOGLK",2018-01-09,415.81,"M",2018
"BOGLK",2018-01-10,415.81,"M",2018
"BOGLK",2018-01-11,415.82,"M",2018
"BOGLK",2018-01-12,415.82,"M",2018
"BOGLK",2018-01-13,415.82,"M",2018
"BOGLK",2018-01-14,415.82,"M",2018
"BOGLK",2018-01-15,415.81,"M",2018
"BOGLK",2018-01-16,415.81,"M",2018
"BOGLK",2018-01-17,415.8,"M",2018
"BOGLK",2018-01-18,415.81,"M",2018
"BOGLK",2018-01-19,415.81,"M",2018
"BOGLK",2018-01-20,415.81,"M",2018
"BOGLK",2018-01-21,415.8,"M",2018
"BOGLK",2018-01-22,415.8,"M",2018
"BOGLK",2018-01-23,415.8,"M",2018
"BOGLK",2018-01-24,415.8,"M",2018
"BOGLK",2018-01-25,415.8,"M",2018
"BOGLK",2018-01-26,415.8,"M",2018
"BOGLK",2018-01-27,415.8,"M",2018
"BOGLK",2018-01-28,415.8,"M",2018
"BOGLK",2018-01-29,415.8,"M",2018
"BOGLK",2018-01-30,415.8,"M",2018
"BOGLK",2018-01-31,415.8,"M",2018
"BOGLK",2018-02-01,415.8,"M",2018
"BOGLK",2018-02-02,415.79,"M",2018
"BOGLK",2018-02-03,415.8,"M",2018
"BOGLK",2018-02-04,415.79,"M",2018
"BOGLK",2018-02-05,415.79,"M",2018
"BOGLK",2018-02-06,415.79,"M",2018
"BOGLK",2018-02-07,415.79,"M",2018
"BOGLK",2018-02-08,415.79,"M",2018
"BOGLK",2018-02-09,415.78,"M",2018
"BOGLK",2018-02-10,415.78,"M",2018
"BOGLK",2018-02-11,415.79,"M",2018
"BOGLK",2018-02-12,415.78,"M",2018
"BOGLK",2018-02-13,415.78,"M",2018
"BOGLK",2018-02-14,415.78,"M",2018
"BOGLK",2018-02-15,415.78,"M",2018
"BOGLK",2018-02-16,415.77,"M",2018
"BOGLK",2018-02-17,415.77,"M",2018
"BOGLK",2018-02-18,415.78,"M",2018
"BOGLK",2018-02-19,415.78,"M",2018
"BOGLK",2018-02-20,415.78,"M",2018
"BOGLK",2018-02-21,415.78,"M",2018
"BOGLK",2018-02-22,415.78,"M",2018
"BOGLK",2018-02-23,415.79,"M",2018
"BOGLK",2018-02-24,415.8,"M",2018
"BOGLK",2018-02-25,415.8,"M",2018
"BOGLK",2018-02-26,415.79,"M",2018
"BOGLK",2018-02-27,415.79,"M",2018
"BOGLK",2018-02-28,415.79,"M",2018
"BOGLK",2018-03-01,415.79,"M",2018
"BOGLK",2018-03-02,415.78,"M",2018
"BOGLK",2018-03-03,415.78,"M",2018
"BOGLK",2018-03-04,415.78,"M",2018
"BOGLK",2018-03-05,415.78,"M",2018
"BOGLK",2018-03-06,415.78,"M",2018
"BOGLK",2018-03-07,415.78,"M",2018
"BOGLK",2018-03-08,415.77,"M",2018
"BOGLK",2018-03-09,415.77,"M",2018
"BOGLK",2018-03-10,415.77,"M",2018
"BOGLK",2018-03-11,415.77,"M",2018
"BOGLK",2018-03-12,415.77,"M",2018
"BOGLK",2018-03-13,415.77,"M",2018
"BOGLK",2018-03-14,415.77,"M",2018
"BOGLK",2018-03-15,415.77,"M",2018
"BOGLK",2018-03-16,415.77,"M",2018
"BOGLK",2018-03-17,415.77,"M",2018
"BOGLK",2018-03-18,415.77,"M",2018
"BOGLK",2018-03-19,415.77,"M",2018
"BOGLK",2018-03-20,415.77,"M",2018
"BOGLK",2018-03-21,415.76,"M",2018
"BOGLK",2018-03-22,415.77,"M",2018
"BOGLK",2018-03-23,415.77,"M",2018
"BOGLK",2018-03-24,415.75,"M",2018
"BOGLK",2018-03-25,415.75,"M",2018
"BOGLK",2018-03-26,415.77,"M",2018
"BOGLK",2018-03-27,415.81,"M",2018
"BOGLK",2018-03-28,415.81,"M",2018
"BOGLK",2018-03-29,415.79,"M",2018
"BOGLK",2018-03-30,415.77,"M",2018
"BOGLK",2018-03-31,415.77,"M",2018
"BOGLK",2018-04-01,415.77,"M",2018
"BOGLK",2018-04-02,415.77,"M",2018
"BOGLK",2018-04-03,415.76,"M",2018
"BOGLK",2018-04-04,415.76,"M",2018
"BOGLK",2018-04-05,415.76,"M",2018
"BOGLK",2018-04-06,415.76,"M",2018
"BOGLK",2018-04-07,415.76,"M",2018
"BOGLK",2018-04-08,415.76,"M",2018
"BOGLK",2018-04-09,415.76,"M",2018
"BOGLK",2018-04-10,415.76,"M",2018
"BOGLK",2018-04-11,415.77,"M",2018
"BOGLK",2018-04-12,415.79,"M",2018
"BOGLK",2018-04-13,415.79,"M",2018
"BOGLK",2018-04-14,415.76,"M",2018
"BOGLK",2018-04-15,415.76,"M",2018
"BOGLK",2018-04-16,415.77,"M",2018
"BOGLK",2018-04-17,415.81,"M",2018
"BOGLK",2018-04-18,415.8,"M",2018
"BOGLK",2018-04-19,415.81,"M",2018
"BOGLK",2018-04-20,415.82,"M",2018
"BOGLK",2018-04-21,415.87,"M",2018
"BOGLK",2018-04-22,415.94,"M",2018
"BOGLK",2018-04-23,415.96,"M",2018
"BOGLK",2018-04-24,415.97,"M",2018
"BOGLK",2018-04-25,415.97,"M",2018
"BOGLK",2018-04-26,415.97,"M",2018
"BOGLK",2018-04-27,415.97,"M",2018
"BOGLK",2018-04-28,415.97,"M",2018
"BOGLK",2018-04-29,415.96,"M",2018
"BOGLK",2018-04-30,415.96,"M",2018
"BOGLK",2018-05-01,415.81,"M",2018
"BOGLK",2018-05-02,415.95,"M",2018
"BOGLK",2018-05-03,415.95,"M",2018
"BOGLK",2018-05-04,415.94,"M",2018
"BOGLK",2018-05-05,415.94,"M",2018
"BOGLK",2018-05-06,415.93,"M",2018
"BOGLK",2018-05-07,415.92,"M",2018
"BOGLK",2018-05-08,415.92,"M",2018
"BOGLK",2018-05-09,415.93,"M",2018
"BOGLK",2018-05-10,415.93,"M",2018
"BOGLK",2018-05-11,415.92,"M",2018
"BOGLK",2018-05-12,415.91,"M",2018
"BOGLK",2018-05-13,415.91,"M",2018
"BOGLK",2018-05-14,415.9,"M",2018
"BOGLK",2018-05-15,415.89,"M",2018
"BOGLK",2018-05-16,415.89,"M",2018
"BOGLK",2018-05-17,415.89,"M",2018
"BOGLK",2018-05-18,415.89,"M",2018
"BOGLK",2018-05-19,415.9,"M",2018
"BOGLK",2018-05-20,415.89,"M",2018
"BOGLK",2018-05-21,415.88,"M",2018
"BOGLK",2018-05-22,415.87,"M",2018
"BOGLK",2018-05-23,415.86,"M",2018
"BOGLK",2018-05-24,415.88,"M",2018
"BOGLK",2018-05-25,415.88,"M",2018
"BOGLK",2018-05-26,415.87,"M",2018
"BOGLK",2018-05-27,415.85,"M",2018
"BOGLK",2018-05-28,415.85,"M",2018
"BOGLK",2018-05-29,415.89,"M",2018
"BOGLK",2018-05-30,415.89,"M",2018
"BOGLK",2018-05-31,415.88,"M",2018
"BOGLK",2018-06-01,415.88,"M",2018
"BOGLK",2018-06-02,415.91,"M",2018
"BOGLK",2018-06-03,415.91,"M",2018
"BOGLK",2018-06-04,415.91,"M",2018
"BOGLK",2018-06-05,415.9,"M",2018
"BOGLK",2018-06-06,415.91,"M",2018
"BOGLK",2018-06-07,415.89,"M",2018
"BOGLK",2018-06-08,415.89,"M",2018
"BOGLK",2018-06-09,415.92,"M",2018
"BOGLK",2018-06-10,415.92,"M",2018
"BOGLK",2018-06-11,415.91,"M",2018
"BOGLK",2018-06-12,415.91,"M",2018
"BOGLK",2018-06-13,415.91,"M",2018
"BOGLK",2018-06-14,415.89,"M",2018
"BOGLK",2018-06-15,415.92,"M",2018
"BOGLK",2018-06-16,415.96,"M",2018
"BOGLK",2018-06-17,415.98,"M",2018
"BOGLK",2018-06-18,415.98,"M",2018
"BOGLK",2018-06-19,415.96,"M",2018
"BOGLK",2018-06-20,415.95,"M",2018
"BOGLK",2018-06-21,415.94,"M",2018
"BOGLK",2018-06-22,415.94,"M",2018
"BOGLK",2018-06-23,415.93,"M",2018
"BOGLK",2018-06-24,415.92,"M",2018
"BOGLK",2018-06-25,415.91,"M",2018
"BOGLK",2018-06-26,415.91,"M",2018
"BOGLK",2018-06-27,415.9,"M",2018
"BOGLK",2018-06-28,415.89,"M",2018
"BOGLK",2018-06-29,415.92,"M",2018
"BOGLK",2018-06-30,415.92,"M",2018
"BOGLK",2018-07-01,415.93,"M",2018
"BOGLK",2018-07-02,415.99,"M",2018
"BOGLK",2018-07-03,416,"M",2018
"BOGLK",2018-07-04,416,"M",2018
"BOGLK",2018-07-05,416,"M",2018
"BOGLK",2018-07-06,415.98,"M",2018
"BOGLK",2018-07-07,415.98,"M",2018
"BOGLK",2018-07-08,415.98,"M",2018
"BOGLK",2018-07-09,415.98,"M",2018
"BOGLK",2018-07-10,415.97,"M",2018
"BOGLK",2018-07-11,415.97,"M",2018
"BOGLK",2018-07-12,415.97,"M",2018
"BOGLK",2018-07-13,415.96,"M",2018
"BOGLK",2018-07-14,415.95,"M",2018
"BOGLK",2018-07-15,415.94,"M",2018
"BOGLK",2018-07-16,415.94,"M",2018
"BOGLK",2018-07-17,415.93,"M",2018
"BOGLK",2018-07-18,415.92,"M",2018
"BOGLK",2018-07-19,415.92,"M",2018
"BOGLK",2018-07-20,415.93,"M",2018
"BOGLK",2018-07-21,415.93,"M",2018
"BOGLK",2018-07-22,415.93,"M",2018
"BOGLK",2018-07-23,415.92,"M",2018
"BOGLK",2018-07-24,415.91,"M",2018
"BOGLK",2018-07-25,415.89,"M",2018
"BOGLK",2018-07-26,415.89,"M",2018
"BOGLK",2018-07-27,415.88,"M",2018
"BOGLK",2018-07-28,415.87,"M",2018
"BOGLK",2018-07-29,415.86,"M",2018
"BOGLK",2018-07-30,415.86,"M",2018
"BOGLK",2018-07-31,415.85,"M",2018
"BOGLK",2018-08-01,415.84,"M",2018
"BOGLK",2018-08-02,415.84,"M",2018
"BOGLK",2018-08-03,415.83,"M",2018
"BOGLK",2018-08-04,415.83,"M",2018
"BOGLK",2018-08-05,415.82,"M",2018
"BOGLK",2018-08-06,415.82,"M",2018
"BOGLK",2018-08-07,415.81,"M",2018
